example_id,fidelity_level,feasible,tokens,state,achieved_fidelity,answer_f1,fact_recall
17__wikitables_composition__test,0.7,True,154,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
17__wikitables_composition__test,0.8,True,181,"[0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]",0.8235294117647058,0.8235294117647058,0.7
17__wikitables_composition__test,0.9,True,245,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
17__wikitables_composition__test,0.95,False,,,,,
480__wikitables_simple__test,0.6,True,755,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]",0.6666666666666666,0.6666666666666666,0.5
480__wikitables_simple__test,0.7,True,767,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",0.7058823529411764,0.7058823529411764,0.6
480__wikitables_simple__test,0.8,True,1091,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",0.8235294117647058,0.8235294117647058,0.7
480__wikitables_simple__test,0.9,True,1441,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
480__wikitables_simple__test,0.95,True,1628,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0
1262__wikitables_composition__test,0.6,True,157,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
1262__wikitables_composition__test,0.7,True,195,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
1262__wikitables_composition__test,0.8,True,249,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",0.8235294117647058,0.8235294117647058,0.7
1262__wikitables_composition__test,0.9,True,361,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
1262__wikitables_composition__test,0.95,True,595,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0
890__wikidata_simple__test,0.6,True,241,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
890__wikidata_simple__test,0.7,True,310,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0.7499999999999999,0.7499999999999999,0.6
890__wikidata_simple__test,0.8,True,386,"[1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",0.8235294117647058,0.8235294117647058,0.7
890__wikidata_simple__test,0.9,True,590,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
890__wikidata_simple__test,0.95,True,783,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1.0,1.0,1.0
561__wikidata_simple__test,0.6,True,244,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
561__wikidata_simple__test,0.7,True,302,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",0.7499999999999999,0.7499999999999999,0.6
561__wikidata_simple__test,0.8,True,379,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]",0.8235294117647058,0.8235294117647058,0.7
561__wikidata_simple__test,0.9,True,595,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",0.9473684210526316,0.9473684210526316,0.9
561__wikidata_simple__test,0.95,True,791,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0
78__wikitables_composition__test,0.6,True,196,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",0.6666666666666666,0.6666666666666666,0.5
78__wikitables_composition__test,0.7,True,245,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]",0.7499999999999999,0.7499999999999999,0.6
78__wikitables_composition__test,0.8,True,296,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]",0.8235294117647058,0.8235294117647058,0.7
78__wikitables_composition__test,0.9,True,445,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
78__wikitables_composition__test,0.95,True,552,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0
367__wikidata_intersection__test,0.6,True,206,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
367__wikidata_intersection__test,0.7,True,258,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",0.7499999999999999,0.7499999999999999,0.6
367__wikidata_intersection__test,0.8,True,339,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",0.8235294117647058,0.8235294117647058,0.7
367__wikidata_intersection__test,0.9,True,524,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
367__wikidata_intersection__test,0.95,True,737,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.9523809523809523,0.9523809523809523,1.0
867__wikidata_simple__test,0.6,True,412,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]",0.625,0.625,0.5
867__wikidata_simple__test,0.7,True,496,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]",0.7499999999999999,0.7499999999999999,0.6
867__wikidata_simple__test,0.8,True,628,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0]",0.8235294117647058,0.8235294117647058,0.7
867__wikidata_simple__test,0.9,True,936,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
867__wikidata_simple__test,0.95,False,,,,,
1351__wikidata_simple__test,0.6,True,225,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
1351__wikidata_simple__test,0.7,True,271,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
1351__wikidata_simple__test,0.8,True,337,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",0.8235294117647058,0.8235294117647058,0.7
1351__wikidata_simple__test,0.9,True,456,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
1351__wikidata_simple__test,0.95,True,509,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1.0,1.0,1.0
87__wikitables_composition__test,0.6,True,189,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0.6666666666666666,0.6666666666666666,0.5
87__wikitables_composition__test,0.7,True,237,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
87__wikitables_composition__test,0.8,True,288,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",0.8235294117647058,0.8235294117647058,0.7
87__wikitables_composition__test,0.9,True,452,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
87__wikitables_composition__test,0.95,True,565,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0
885__wikidata_simple__test,0.6,True,424,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0.6666666666666666,0.6666666666666666,0.5
885__wikidata_simple__test,0.7,True,532,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",0.7499999999999999,0.7499999999999999,0.6
885__wikidata_simple__test,0.8,True,659,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",0.8235294117647058,0.8235294117647058,0.7
885__wikidata_simple__test,0.9,True,852,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0]",0.9473684210526316,0.9473684210526316,0.9
885__wikidata_simple__test,0.95,True,1142,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1.0,1.0,1.0
328__wikidata_intersection__test,0.6,True,173,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",0.6666666666666666,0.6666666666666666,0.5
328__wikidata_intersection__test,0.7,True,216,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",0.7499999999999999,0.7499999999999999,0.6
328__wikidata_intersection__test,0.8,True,266,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",0.8235294117647058,0.8235294117647058,0.7
328__wikidata_intersection__test,0.9,True,399,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",0.9473684210526316,0.9473684210526316,0.9
328__wikidata_intersection__test,0.95,True,623,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0
