example_id,fidelity_level,feasible,tokens,state,achieved_fidelity,answer_f1,fact_recall
913__wikidata_simple__dev,0.6,True,438,"[2, 2, 0, 0, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
913__wikidata_simple__dev,0.7,True,564,"[2, 2, 0, 0, 2, 0]",0.7499999999999999,0.7499999999999999,0.6
913__wikidata_simple__dev,0.8,True,664,"[2, 1, 0, 1, 1, 2]",0.8235294117647058,0.8235294117647058,0.7
913__wikidata_simple__dev,0.9,True,873,"[2, 2, 0, 2, 1, 2]",0.9473684210526316,0.9473684210526316,0.9
913__wikidata_simple__dev,0.95,True,993,"[2, 2, 0, 2, 2, 2]",1.0,1.0,1.0
645__wikidata_simple__dev,0.6,True,374,"[0, 1, 1, 1, 2, 0]",0.6666666666666666,0.6666666666666666,0.5
645__wikidata_simple__dev,0.7,True,460,"[1, 1, 1, 1, 2, 0]",0.7499999999999999,0.7499999999999999,0.6
645__wikidata_simple__dev,0.8,True,599,"[1, 1, 1, 2, 2, 0]",0.8235294117647058,0.8235294117647058,0.7
645__wikidata_simple__dev,0.9,True,1079,"[2, 2, 2, 2, 2, 0]",0.9473684210526316,0.9473684210526316,0.9
645__wikidata_simple__dev,0.95,False,,,,,
833__wikidata_simple__dev,0.6,True,295,"[1, 0, 1, 1, 2, 0]",0.6666666666666666,0.6666666666666666,0.5
833__wikidata_simple__dev,0.7,True,366,"[2, 0, 1, 1, 2, 0]",0.7499999999999999,0.7499999999999999,0.6
833__wikidata_simple__dev,0.8,True,440,"[2, 0, 1, 2, 2, 0]",0.8235294117647058,0.8235294117647058,0.7
833__wikidata_simple__dev,0.9,True,614,"[2, 2, 1, 2, 2, 0]",0.9473684210526316,0.9473684210526316,0.9
833__wikidata_simple__dev,0.95,True,789,"[2, 2, 2, 2, 2, 1]",1.0,1.0,1.0
906__wikidata_simple__dev,0.6,True,315,"[1, 1, 0, 0, 2, 1]",0.6666666666666666,0.6666666666666666,0.5
906__wikidata_simple__dev,0.7,True,402,"[1, 1, 0, 0, 2, 2]",0.7499999999999999,0.7499999999999999,0.6
906__wikidata_simple__dev,0.8,True,497,"[2, 1, 0, 0, 2, 2]",0.8235294117647058,0.8235294117647058,0.7
906__wikidata_simple__dev,0.9,True,730,"[2, 2, 0, 1, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
906__wikidata_simple__dev,0.95,True,864,"[2, 2, 0, 2, 2, 2]",1.0,1.0,1.0
628__wikidata_simple__dev,0.6,True,229,"[0, 0, 1, 1, 2, 1]",0.6666666666666666,0.6666666666666666,0.5
628__wikidata_simple__dev,0.7,True,286,"[0, 0, 1, 2, 2, 1]",0.7499999999999999,0.7499999999999999,0.6
628__wikidata_simple__dev,0.8,True,349,"[0, 1, 1, 2, 2, 1]",0.8235294117647058,0.8235294117647058,0.7
628__wikidata_simple__dev,0.9,True,523,"[0, 1, 2, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
628__wikidata_simple__dev,0.95,True,672,"[0, 2, 2, 2, 2, 2]",1.0,1.0,1.0
621__wikidata_simple__dev,0.6,True,223,"[0, 1, 0, 1, 1, 2]",0.6666666666666666,0.6666666666666666,0.5
621__wikidata_simple__dev,0.7,True,276,"[0, 1, 1, 1, 1, 2]",0.7499999999999999,0.7499999999999999,0.6
621__wikidata_simple__dev,0.8,True,331,"[0, 1, 2, 1, 1, 2]",0.8235294117647058,0.8235294117647058,0.7
621__wikidata_simple__dev,0.9,True,455,"[0, 1, 2, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
621__wikidata_simple__dev,0.95,True,516,"[0, 2, 2, 2, 2, 2]",1.0,1.0,1.0
330__wikidata_intersection__dev,0.6,True,317,"[1, 1, 0, 1, 2, 0]",0.6666666666666666,0.6666666666666666,0.5
330__wikidata_intersection__dev,0.7,True,410,"[1, 2, 0, 1, 2, 0]",0.7499999999999999,0.7499999999999999,0.6
330__wikidata_intersection__dev,0.8,True,503,"[2, 2, 0, 1, 2, 0]",0.8235294117647058,0.8235294117647058,0.7
330__wikidata_intersection__dev,0.9,True,691,"[2, 2, 0, 1, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
330__wikidata_intersection__dev,0.95,True,785,"[2, 2, 0, 2, 2, 2]",1.0,1.0,1.0
476__wikitables_simple__dev,0.6,True,645,"[2, 1, 1, 1, 0, 0]",0.6666666666666666,0.6666666666666666,0.5
476__wikitables_simple__dev,0.7,True,809,"[2, 1, 1, 1, 1, 0]",0.7499999999999999,0.7499999999999999,0.6
476__wikitables_simple__dev,0.8,True,983,"[2, 1, 1, 2, 1, 0]",0.8235294117647058,0.8235294117647058,0.7
476__wikitables_simple__dev,0.9,True,1354,"[2, 2, 1, 2, 2, 0]",0.9473684210526316,0.9473684210526316,0.9
476__wikitables_simple__dev,0.95,True,1598,"[2, 2, 2, 2, 2, 1]",1.0,1.0,1.0
87__wikitables_composition__dev,0.6,True,136,"[1, 1, 0, 0, 2, 1]",0.6666666666666666,0.6666666666666666,0.5
87__wikitables_composition__dev,0.7,True,172,"[1, 1, 1, 0, 2, 1]",0.7499999999999999,0.7499999999999999,0.6
87__wikitables_composition__dev,0.8,True,223,"[1, 1, 2, 0, 2, 1]",0.8235294117647058,0.8235294117647058,0.7
87__wikitables_composition__dev,0.9,True,355,"[2, 2, 2, 0, 2, 1]",0.9473684210526316,0.9473684210526316,0.9
87__wikitables_composition__dev,0.95,True,758,"[2, 2, 2, 2, 2, 2]",1.0,1.0,1.0
505__wikitables_simple__dev,0.6,True,758,"[1, 2, 0, 0, 2, 0]",0.6666666666666666,0.6666666666666666,0.5
505__wikitables_simple__dev,0.7,True,920,"[1, 2, 0, 0, 2, 1]",0.7499999999999999,0.7499999999999999,0.6
505__wikitables_simple__dev,0.8,True,1095,"[2, 2, 0, 0, 2, 1]",0.8235294117647058,0.8235294117647058,0.7
505__wikitables_simple__dev,0.9,True,1431,"[2, 2, 0, 1, 2, 2]",0.9,0.9,0.9
505__wikitables_simple__dev,0.95,False,,,,,
871__wikidata_simple__dev,0.6,True,452,"[1, 0, 1, 1, 1, 1]",0.6666666666666666,0.6666666666666666,0.5
871__wikidata_simple__dev,0.7,True,588,"[1, 0, 1, 2, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
871__wikidata_simple__dev,0.8,True,726,"[1, 0, 1, 2, 1, 2]",0.8235294117647058,0.8235294117647058,0.7
871__wikidata_simple__dev,0.9,True,1093,"[1, 0, 2, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
871__wikidata_simple__dev,0.95,True,1272,"[2, 0, 2, 2, 2, 2]",1.0,1.0,1.0
681__wikidata_simple__dev,0.6,True,322,"[0, 1, 0, 1, 1, 2]",0.6666666666666666,0.6666666666666666,0.5
681__wikidata_simple__dev,0.7,True,427,"[0, 1, 0, 1, 2, 2]",0.7499999999999999,0.7499999999999999,0.6
681__wikidata_simple__dev,0.8,True,526,"[1, 1, 0, 1, 2, 2]",0.8235294117647058,0.8235294117647058,0.7
681__wikidata_simple__dev,0.9,True,740,"[2, 2, 0, 1, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
681__wikidata_simple__dev,0.95,False,,,,,
463__wikidata_intersection__dev,0.6,True,211,"[1, 1, 1, 0, 1, 1]",0.6666666666666666,0.6666666666666666,0.5
463__wikidata_intersection__dev,0.7,True,259,"[1, 2, 1, 0, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
463__wikidata_intersection__dev,0.8,True,308,"[1, 2, 1, 0, 1, 2]",0.8235294117647058,0.8235294117647058,0.7
463__wikidata_intersection__dev,0.9,True,424,"[2, 2, 1, 0, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
463__wikidata_intersection__dev,0.95,False,,,,,
65__wikitables_composition__dev,0.6,True,233,"[1, 1, 1, 0, 0, 2]",0.6666666666666666,0.6666666666666666,0.5
65__wikitables_composition__dev,0.7,True,281,"[2, 1, 1, 0, 0, 2]",0.7499999999999999,0.7499999999999999,0.6
65__wikitables_composition__dev,0.8,True,331,"[2, 2, 1, 0, 0, 2]",0.8235294117647058,0.8235294117647058,0.7
65__wikitables_composition__dev,0.9,True,464,"[2, 2, 2, 0, 1, 2]",0.9473684210526316,0.9473684210526316,0.9
65__wikitables_composition__dev,0.95,True,555,"[2, 2, 2, 0, 2, 2]",0.9523809523809523,0.9523809523809523,1.0
197__wikidata_intersection__dev,0.6,True,186,"[0, 2, 0, 2, 1, 0]",0.6666666666666666,0.6666666666666666,0.5
197__wikidata_intersection__dev,0.7,True,236,"[1, 2, 0, 2, 1, 0]",0.7499999999999999,0.7499999999999999,0.6
197__wikidata_intersection__dev,0.8,True,287,"[1, 2, 1, 2, 1, 0]",0.8235294117647058,0.8235294117647058,0.7
197__wikidata_intersection__dev,0.9,True,413,"[1, 2, 2, 2, 2, 0]",0.9473684210526316,0.9473684210526316,0.9
197__wikidata_intersection__dev,0.95,True,493,"[2, 2, 2, 2, 2, 0]",1.0,1.0,1.0
520__wikitables_simple__dev,0.6,True,620,"[0, 2, 1, 1, 1, 0]",0.6666666666666666,0.6666666666666666,0.5
520__wikitables_simple__dev,0.7,True,786,"[0, 2, 1, 1, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
520__wikitables_simple__dev,0.8,True,982,"[0, 2, 1, 1, 2, 1]",0.8235294117647058,0.8235294117647058,0.7
520__wikitables_simple__dev,0.9,True,1364,"[0, 2, 1, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
520__wikitables_simple__dev,0.95,True,1673,"[1, 2, 2, 2, 2, 2]",0.9523809523809523,0.9523809523809523,1.0
547__wikitables_simple__dev,0.6,True,707,"[1, 1, 0, 1, 0, 2]",0.6666666666666666,0.6666666666666666,0.5
547__wikitables_simple__dev,0.7,True,969,"[0, 2, 1, 1, 0, 2]",0.7499999999999999,0.7499999999999999,0.6
547__wikitables_simple__dev,0.8,True,1131,"[0, 2, 1, 2, 0, 2]",0.8235294117647058,0.8235294117647058,0.7
547__wikitables_simple__dev,0.9,True,1559,"[1, 2, 1, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
547__wikitables_simple__dev,0.95,True,1800,"[2, 2, 2, 2, 2, 2]",1.0,1.0,1.0
532__wikitables_simple__dev,0.6,True,562,"[1, 1, 0, 1, 0, 2]",0.6666666666666666,0.6666666666666666,0.5
532__wikitables_simple__dev,0.7,True,685,"[2, 1, 0, 0, 1, 2]",0.7499999999999999,0.7499999999999999,0.6
532__wikitables_simple__dev,0.8,True,819,"[1, 1, 0, 1, 2, 2]",0.8235294117647058,0.8235294117647058,0.7
532__wikitables_simple__dev,0.9,True,1115,"[2, 1, 0, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
532__wikitables_simple__dev,0.95,False,,,,,
449__wikidata_intersection__dev,0.6,True,299,"[1, 0, 2, 0, 1, 1]",0.6666666666666666,0.6666666666666666,0.5
449__wikidata_intersection__dev,0.7,True,352,"[2, 0, 2, 0, 1, 1]",0.7499999999999999,0.7499999999999999,0.6
449__wikidata_intersection__dev,0.8,True,418,"[2, 0, 2, 1, 1, 1]",0.8235294117647058,0.8235294117647058,0.7
449__wikidata_intersection__dev,0.9,True,558,"[2, 0, 2, 2, 1, 2]",0.9473684210526316,0.9473684210526316,0.9
449__wikidata_intersection__dev,0.95,True,791,"[2, 2, 2, 2, 2, 2]",1.0,1.0,1.0
896__wikidata_simple__dev,0.6,True,148,"[0, 0, 2, 2, 0, 1]",0.6666666666666666,0.6666666666666666,0.5
896__wikidata_simple__dev,0.7,True,179,"[1, 0, 2, 2, 0, 1]",0.7499999999999999,0.7499999999999999,0.6
896__wikidata_simple__dev,0.8,True,210,"[2, 0, 2, 2, 0, 1]",0.8235294117647058,0.8235294117647058,0.7
896__wikidata_simple__dev,0.9,True,292,"[2, 1, 2, 2, 0, 2]",0.9473684210526316,0.9473684210526316,0.9
896__wikidata_simple__dev,0.95,True,337,"[2, 2, 2, 2, 0, 2]",1.0,1.0,1.0
579__wikidata_simple__dev,0.6,True,258,"[0, 1, 0, 0, 2, 2]",0.6666666666666666,0.6666666666666666,0.5
579__wikidata_simple__dev,0.7,True,312,"[1, 1, 0, 0, 2, 2]",0.7499999999999999,0.7499999999999999,0.6
579__wikidata_simple__dev,0.8,True,367,"[1, 1, 1, 0, 2, 2]",0.8235294117647058,0.8235294117647058,0.7
579__wikidata_simple__dev,0.9,True,511,"[2, 2, 1, 0, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
579__wikidata_simple__dev,0.95,False,,,,,
1358__wikidata_simple__dev,0.6,True,187,"[1, 2, 1, 1, 0, 0]",0.6666666666666666,0.6666666666666666,0.5
1358__wikidata_simple__dev,0.7,True,231,"[1, 2, 1, 1, 0, 1]",0.7499999999999999,0.7499999999999999,0.6
1358__wikidata_simple__dev,0.8,True,280,"[1, 2, 1, 1, 0, 2]",0.8235294117647058,0.8235294117647058,0.7
1358__wikidata_simple__dev,0.9,True,400,"[1, 2, 2, 2, 0, 2]",0.9473684210526316,0.9473684210526316,0.9
1358__wikidata_simple__dev,0.95,True,588,"[2, 2, 2, 2, 0, 2]",1.0,1.0,1.0
21__wikitables_composition__dev,0.6,True,260,"[1, 1, 0, 0, 1, 2]",0.6666666666666666,0.6666666666666666,0.5
21__wikitables_composition__dev,0.7,True,333,"[1, 1, 0, 0, 2, 2]",0.7499999999999999,0.7499999999999999,0.6
21__wikitables_composition__dev,0.8,True,436,"[1, 2, 0, 0, 2, 2]",0.8235294117647058,0.8235294117647058,0.7
21__wikitables_composition__dev,0.9,True,644,"[2, 1, 0, 2, 2, 2]",0.9473684210526316,0.9473684210526316,0.9
21__wikitables_composition__dev,0.95,True,747,"[2, 2, 0, 2, 2, 2]",1.0,1.0,1.0
